[2025-03-16 15:00:14 root] (main_calib_config3_cbq.py 280): INFO Namespace(model='/workspace/volume/inference-soft-data/AE/llm/models/Llama-2-7b-hf', cache_dir='./cache', output_dir='./log-divide-adaptive-calibration-cbq/Llama-2-7b-hf-0.45', save_dir=None, resume=None, real_quant=False, calib_dataset='wikitext2', nsamples=128, batch_size=1, seed=2, tasks='piqa,arc_easy,arc_challenge,boolq,hellaswag,winogrande', eval_ppl=True, num_fewshot=0, wbits=4, abits=4, group_size=None, alpha=0.5, let_lr=0.005, lwc_lr=0.01, wd=0, epochs=15, let=True, lwc=True, symmetric=False, disable_zero_point=False, a_dynamic_method='per_token', w_dynamic_method='per_channel', limit=-1, multigpu=False, deactive_amp=True, attn_implementation='eager', net=None, act_scales=None, act_shifts=None, quant_map='log-divide-adaptive/Llama-2-7b-hf/quant_map_Llama-2-7b-hf_0.45.pkl', scale_calibration=True, compensation_calibration=True)
[2025-03-16 15:00:21 root] (main_calib_config3_cbq.py 347): INFO === start quantization ===
[2025-03-16 15:00:21 root] (main_calib_config3_cbq.py 353): INFO load calibration from ./cache/dataloader_Llama_wikitext2_128.cache
[2025-03-16 15:00:21 root] (abq_llm_calib_config3_cbq.py 82): INFO Starting ...
[2025-03-16 15:00:21 root] (abq_llm_calib_config3_cbq.py 89): INFO Loaded quant_map from log-divide-adaptive/Llama-2-7b-hf/quant_map_Llama-2-7b-hf_0.45.pkl
[2025-03-16 15:00:26 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 0 to 1 ===
[2025-03-16 15:01:28 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 0 loss:0.20596465468406677 norm:0.5614199042320251 max memory_allocated 38105.85986328125 
[2025-03-16 15:02:25 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 1 loss:0.111343614757061 norm:0.15788103640079498 max memory_allocated 38105.85986328125 
[2025-03-16 15:03:22 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 2 loss:0.08895545452833176 norm:0.10526575148105621 max memory_allocated 38105.85986328125 
[2025-03-16 15:04:19 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 3 loss:0.0857326090335846 norm:0.1125977635383606 max memory_allocated 38105.85986328125 
[2025-03-16 15:05:16 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 4 loss:0.07961644977331161 norm:0.0859617069363594 max memory_allocated 38105.85986328125 
[2025-03-16 15:06:12 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 5 loss:0.07661956548690796 norm:0.08152132481336594 max memory_allocated 38105.85986328125 
[2025-03-16 15:07:09 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 6 loss:0.07453057169914246 norm:0.07197646796703339 max memory_allocated 38105.85986328125 
[2025-03-16 15:08:06 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 7 loss:0.07361655682325363 norm:0.0789458304643631 max memory_allocated 38105.85986328125 
[2025-03-16 15:09:03 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 8 loss:0.07193035632371902 norm:0.06652282178401947 max memory_allocated 38105.85986328125 
[2025-03-16 15:10:00 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 9 loss:0.16967198252677917 norm:0.3830205500125885 max memory_allocated 38105.85986328125 
