[2025-03-19 10:26:04 root] (main_calib_config3_attn.py 283): INFO Namespace(model='/workspace/volume/inference-soft-data/AE/llm/models/Llama-2-7b-hf', cache_dir='./cache', output_dir='./log-divide4-adaptive-calibration-attnloss/Llama-2-7b-hf-0.45', save_dir=None, resume=None, real_quant=False, calib_dataset='wikitext2', nsamples=128, batch_size=1, seed=2, tasks='piqa,arc_easy,arc_challenge,boolq,hellaswag,winogrande', eval_ppl=True, num_fewshot=0, wbits=4, abits=4, group_size=None, alpha=0.5, let_lr=0.005, lwc_lr=0.01, wd=0, epochs=20, let=True, lwc=True, symmetric=False, disable_zero_point=False, a_dynamic_method='per_token', w_dynamic_method='per_channel', limit=-1, multigpu=False, deactive_amp=True, attn_implementation='eager', net=None, act_scales=None, act_shifts=None, quant_map='log-divide4-adaptive/Llama-2-7b-hf/quant_map_Llama-2-7b-hf_0.45.pkl', blocks_pkl='./log-divide4/Llama-2-7b-hf-w4a4/Llama-2-7b-hf_blocks.pkl', scale_calibration=True, compensation_calibration=True)
[2025-03-19 10:30:24 root] (main_calib_config3_attn.py 350): INFO === start quantization ===
[2025-03-19 10:30:24 root] (main_calib_config3_attn.py 356): INFO load calibration from ./cache/dataloader_Llama_wikitext2_128.cache
[2025-03-19 10:30:24 root] (abq_llm_calib_config3_attn.py 82): INFO Starting ...
[2025-03-19 10:30:24 root] (abq_llm_calib_config3_attn.py 89): INFO Loaded quant_map from log-divide4-adaptive/Llama-2-7b-hf/quant_map_Llama-2-7b-hf_0.45.pkl
[2025-03-19 10:30:24 root] (abq_llm_calib_config3_attn.py 96): INFO Loaded blocks from ./log-divide4/Llama-2-7b-hf-w4a4/Llama-2-7b-hf_blocks.pkl: [(0, 2), (2, 6), (6, 10), (10, 14), (14, 18), (18, 22), (22, 26), (26, 29), (29, 30), (30, 31), (31, 32)]
[2025-03-19 10:30:24 root] (abq_llm_calib_config3_attn.py 102): INFO Processed blocks: [[0, 1], [2, 3, 4, 5], [6, 7, 8, 9], [10, 11, 12, 13], [14, 15, 16, 17], [18, 19, 20, 21], [22, 23, 24, 25], [26, 27, 28], [29], [30], [31]]
[2025-03-19 10:30:26 root] (abq_llm_calib_config3_attn.py 257): INFO === Start quantize block 0 with layers [0, 1] ===
[2025-03-19 10:30:26 root] (abq_llm_calib_config3_attn.py 309): INFO use compensation vector
[2025-03-19 10:30:26 root] (abq_llm_calib_config3_attn.py 309): INFO use compensation vector
[2025-03-19 10:31:25 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 0 loss:0.06308179348707199 norm:0.2020101696252823 max memory_allocated 40879.322265625 
[2025-03-19 10:32:18 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 1 loss:0.025285208597779274 norm:0.05135919526219368 max memory_allocated 40879.322265625 
[2025-03-19 10:33:12 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 2 loss:0.019263315945863724 norm:0.05030256509780884 max memory_allocated 40879.322265625 
[2025-03-19 10:34:05 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 3 loss:0.02264290675520897 norm:0.05793575942516327 max memory_allocated 40879.322265625 
[2025-03-19 10:34:59 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 4 loss:0.014790273271501064 norm:0.029030507430434227 max memory_allocated 40879.322265625 
[2025-03-19 10:35:52 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 5 loss:0.014168301597237587 norm:0.029488839209079742 max memory_allocated 40879.322265625 
[2025-03-19 10:36:46 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 6 loss:0.014064372517168522 norm:0.030876189470291138 max memory_allocated 40879.322265625 
[2025-03-19 10:37:40 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 7 loss:1.3734029531478882 norm:2.824424982070923 max memory_allocated 40879.322265625 
[2025-03-19 10:38:33 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 8 loss:0.6126657724380493 norm:0.9732860922813416 max memory_allocated 40879.322265625 
[2025-03-19 10:39:27 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 9 loss:0.14790405333042145 norm:0.2734605669975281 max memory_allocated 40879.322265625 
[2025-03-19 10:40:21 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 10 loss:0.06290693581104279 norm:0.14705994725227356 max memory_allocated 40879.322265625 
[2025-03-19 10:41:14 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 11 loss:0.040103551000356674 norm:0.08361329883337021 max memory_allocated 40879.322265625 
[2025-03-19 10:42:08 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 12 loss:0.03007606789469719 norm:0.05985280126333237 max memory_allocated 40879.322265625 
[2025-03-19 10:43:01 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 13 loss:0.02468177117407322 norm:0.046252720057964325 max memory_allocated 40879.322265625 
[2025-03-19 10:43:55 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 14 loss:0.021748049184679985 norm:0.041051119565963745 max memory_allocated 40879.322265625 
[2025-03-19 10:44:49 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 15 loss:0.01975942589342594 norm:0.03450567275285721 max memory_allocated 40879.322265625 
[2025-03-19 10:45:42 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 16 loss:0.018673136830329895 norm:0.02912754938006401 max memory_allocated 40879.322265625 
[2025-03-19 10:46:36 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 17 loss:0.01785891130566597 norm:0.028197094798088074 max memory_allocated 40879.322265625 
[2025-03-19 10:47:30 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 18 loss:0.016864966601133347 norm:0.024086657911539078 max memory_allocated 40879.322265625 
[2025-03-19 10:48:23 root] (abq_llm_calib_config3_attn.py 464): INFO block 0 (layers [0, 1]) iter 19 loss:0.016695411875844002 norm:0.02825041487812996 max memory_allocated 40879.322265625 
[2025-03-19 10:49:35 root] (abq_llm_calib_config3_attn.py 509): INFO Saving abq_parameters for block 0, block: [0, 1]
[2025-03-19 10:49:37 root] (abq_llm_calib_config3_attn.py 257): INFO === Start quantize block 1 with layers [2, 3, 4, 5] ===
[2025-03-19 10:49:38 root] (abq_llm_calib_config3_attn.py 309): INFO use compensation vector
[2025-03-19 10:51:34 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 0 loss:0.09988690912723541 norm:0.22945888340473175 max memory_allocated 53673.8955078125 
[2025-03-19 10:53:20 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 1 loss:0.06149766221642494 norm:0.025129718706011772 max memory_allocated 53673.8955078125 
[2025-03-19 10:55:07 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 2 loss:0.04832740128040314 norm:0.025663316249847412 max memory_allocated 53673.8955078125 
[2025-03-19 10:56:53 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 3 loss:0.04179912060499191 norm:0.024624669924378395 max memory_allocated 53673.8955078125 
[2025-03-19 10:58:40 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 4 loss:0.038043729960918427 norm:0.022753141820430756 max memory_allocated 53673.8955078125 
[2025-03-19 11:00:26 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 5 loss:0.03569968789815903 norm:0.0218686293810606 max memory_allocated 53673.8955078125 
[2025-03-19 11:02:13 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 6 loss:0.034170858561992645 norm:0.021111229434609413 max memory_allocated 53673.8955078125 
[2025-03-19 11:03:59 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 7 loss:0.03300153464078903 norm:0.01821546070277691 max memory_allocated 53673.8955078125 
[2025-03-19 11:05:46 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 8 loss:0.03234386816620827 norm:0.017543716356158257 max memory_allocated 53673.8955078125 
[2025-03-19 11:07:33 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 9 loss:0.03184380382299423 norm:0.0158527884632349 max memory_allocated 53673.8955078125 
[2025-03-19 11:09:19 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 10 loss:0.03133891895413399 norm:0.015112562105059624 max memory_allocated 53673.8955078125 
[2025-03-19 11:11:06 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 11 loss:0.03107353486120701 norm:0.014228124171495438 max memory_allocated 53673.8955078125 
[2025-03-19 11:12:53 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 12 loss:0.03080132231116295 norm:0.013715730048716068 max memory_allocated 53673.8955078125 
[2025-03-19 11:14:39 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 13 loss:0.030603114515542984 norm:0.013411195948719978 max memory_allocated 53673.8955078125 
[2025-03-19 11:16:26 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 14 loss:0.030491050332784653 norm:0.012212840840220451 max memory_allocated 53673.8955078125 
[2025-03-19 11:18:13 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 15 loss:0.030250802636146545 norm:0.011205791495740414 max memory_allocated 53673.8955078125 
[2025-03-19 11:19:59 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 16 loss:0.03008994087576866 norm:0.010936573147773743 max memory_allocated 53673.8955078125 
[2025-03-19 11:21:46 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 17 loss:0.03004135750234127 norm:0.010367752984166145 max memory_allocated 53673.8955078125 
[2025-03-19 11:23:33 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 18 loss:0.029879719018936157 norm:0.009734854102134705 max memory_allocated 53673.8955078125 
[2025-03-19 11:25:19 root] (abq_llm_calib_config3_attn.py 464): INFO block 1 (layers [2, 3, 4, 5]) iter 19 loss:0.029739849269390106 norm:0.009527635760605335 max memory_allocated 53673.8955078125 
[2025-03-19 11:27:40 root] (abq_llm_calib_config3_attn.py 509): INFO Saving abq_parameters for block 1, block: [2, 3, 4, 5]
[2025-03-19 11:27:40 root] (abq_llm_calib_config3_attn.py 257): INFO === Start quantize block 2 with layers [6, 7, 8, 9] ===
[2025-03-19 11:29:37 root] (abq_llm_calib_config3_attn.py 464): INFO block 2 (layers [6, 7, 8, 9]) iter 0 loss:0.10437288135290146 norm:0.0025761364959180355 max memory_allocated 53674.1455078125 
[2025-03-19 11:31:23 root] (abq_llm_calib_config3_attn.py 464): INFO block 2 (layers [6, 7, 8, 9]) iter 1 loss:0.07742857933044434 norm:0.0010248796315863729 max memory_allocated 53674.1455078125 
[2025-03-19 11:33:10 root] (abq_llm_calib_config3_attn.py 464): INFO block 2 (layers [6, 7, 8, 9]) iter 2 loss:0.06139658764004707 norm:0.0005952274077571929 max memory_allocated 53674.1455078125 
[2025-03-19 11:34:56 root] (abq_llm_calib_config3_attn.py 464): INFO block 2 (layers [6, 7, 8, 9]) iter 3 loss:0.05324963480234146 norm:0.00046726770233362913 max memory_allocated 53674.1455078125 
[2025-03-19 11:36:43 root] (abq_llm_calib_config3_attn.py 464): INFO block 2 (layers [6, 7, 8, 9]) iter 4 loss:0.049106959253549576 norm:0.0004191554617136717 max memory_allocated 53674.1455078125 
[2025-03-19 11:38:29 root] (abq_llm_calib_config3_attn.py 464): INFO block 2 (layers [6, 7, 8, 9]) iter 5 loss:0.04645225405693054 norm:0.00041320163290947676 max memory_allocated 53674.1455078125 
[2025-03-19 11:40:16 root] (abq_llm_calib_config3_attn.py 464): INFO block 2 (layers [6, 7, 8, 9]) iter 6 loss:0.04473648965358734 norm:0.00039207402733154595 max memory_allocated 53674.1455078125 
[2025-03-19 11:42:03 root] (abq_llm_calib_config3_attn.py 464): INFO block 2 (layers [6, 7, 8, 9]) iter 7 loss:0.04353373125195503 norm:0.00038435947499237955 max memory_allocated 53674.1455078125 
