[2025-03-16 02:49:37 root] (main_calib_config3_cbq.py 280): INFO Namespace(model='/workspace/volume/inference-soft-data/AE/llm/models/llama-7b-hf', cache_dir='./cache', output_dir='./log-divide-adaptive-calibration-cbq/llama-7b-hf-0.45', save_dir=None, resume=None, real_quant=False, calib_dataset='wikitext2', nsamples=128, batch_size=1, seed=2, tasks='piqa,arc_easy,arc_challenge,boolq,hellaswag,winogrande', eval_ppl=True, num_fewshot=0, wbits=4, abits=4, group_size=None, alpha=0.5, let_lr=0.005, lwc_lr=0.01, wd=0, epochs=20, let=True, lwc=True, symmetric=False, disable_zero_point=False, a_dynamic_method='per_token', w_dynamic_method='per_channel', limit=-1, multigpu=False, deactive_amp=True, attn_implementation='eager', net=None, act_scales=None, act_shifts=None, quant_map='log-divide-adaptive/llama-7b-hf/quant_map_llama-7b-hf_0.45.pkl', scale_calibration=True, compensation_calibration=True)
[2025-03-16 02:51:21 root] (main_calib_config3_cbq.py 347): INFO === start quantization ===
[2025-03-16 02:51:21 root] (main_calib_config3_cbq.py 353): INFO load calibration from ./cache/dataloader_llama_wikitext2_128.cache
[2025-03-16 02:51:21 root] (abq_llm_calib_config3_cbq.py 82): INFO Starting ...
[2025-03-16 02:51:21 root] (abq_llm_calib_config3_cbq.py 89): INFO Loaded quant_map from log-divide-adaptive/llama-7b-hf/quant_map_llama-7b-hf_0.45.pkl
[2025-03-16 02:51:26 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 0 to 1 ===
[2025-03-16 02:52:28 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 0 loss:0.049850884824991226 norm:0.09031206369400024 max memory_allocated 38101.85986328125 
[2025-03-16 02:53:25 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 1 loss:0.027620842680335045 norm:0.0684484913945198 max memory_allocated 38101.85986328125 
[2025-03-16 02:54:22 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 2 loss:0.02050013095140457 norm:0.04958860203623772 max memory_allocated 38101.85986328125 
[2025-03-16 02:55:19 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 3 loss:0.0175398550927639 norm:0.04142065346240997 max memory_allocated 38101.85986328125 
[2025-03-16 02:56:16 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 4 loss:0.01578584313392639 norm:0.02935643121600151 max memory_allocated 38101.85986328125 
[2025-03-16 02:57:13 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 5 loss:0.014574320055544376 norm:0.022231468930840492 max memory_allocated 38101.85986328125 
[2025-03-16 02:58:10 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 6 loss:0.01354715134948492 norm:0.015006409958004951 max memory_allocated 38101.85986328125 
[2025-03-16 02:59:07 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 7 loss:0.012862922623753548 norm:0.01318986527621746 max memory_allocated 38101.85986328125 
[2025-03-16 03:00:05 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 8 loss:0.012410087510943413 norm:0.01146581768989563 max memory_allocated 38101.85986328125 
[2025-03-16 03:01:02 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 9 loss:0.012093105353415012 norm:0.010789046995341778 max memory_allocated 38101.85986328125 
[2025-03-16 03:01:59 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 10 loss:0.011754028499126434 norm:0.007543160114437342 max memory_allocated 38101.85986328125 
[2025-03-16 03:02:56 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 11 loss:0.011516610160470009 norm:0.006335989572107792 max memory_allocated 38101.85986328125 
[2025-03-16 03:03:53 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 12 loss:0.01135846134275198 norm:0.005434098653495312 max memory_allocated 38101.85986328125 
[2025-03-16 03:04:50 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 13 loss:0.011178188025951385 norm:0.004923748318105936 max memory_allocated 38101.85986328125 
[2025-03-16 03:05:47 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 14 loss:0.01107545755803585 norm:0.004615012090653181 max memory_allocated 38101.85986328125 
[2025-03-16 03:06:44 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 15 loss:0.011046222411096096 norm:0.004611781798303127 max memory_allocated 38101.85986328125 
[2025-03-16 03:07:41 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 16 loss:0.010828698053956032 norm:0.003926041070371866 max memory_allocated 38101.85986328125 
[2025-03-16 03:08:38 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 17 loss:0.010840593837201595 norm:0.004084818996489048 max memory_allocated 38101.85986328125 
[2025-03-16 03:09:35 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 18 loss:0.010794561356306076 norm:0.004417083226144314 max memory_allocated 38101.85986328125 
[2025-03-16 03:10:32 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 19 loss:0.010821787640452385 norm:0.004185497760772705 max memory_allocated 38101.85986328125 
[2025-03-16 03:11:03 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 1 to 2 ===
[2025-03-16 03:12:05 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 0 loss:0.0645650327205658 norm:0.151251882314682 max memory_allocated 38134.54931640625 
[2025-03-16 03:13:02 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 1 loss:0.022965019568800926 norm:0.06089837849140167 max memory_allocated 38134.54931640625 
[2025-03-16 03:13:59 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 2 loss:0.016769548878073692 norm:0.04000448063015938 max memory_allocated 38134.54931640625 
[2025-03-16 03:14:57 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 3 loss:0.015813251957297325 norm:0.035977307707071304 max memory_allocated 38134.54931640625 
[2025-03-16 03:15:54 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 4 loss:0.014510736800730228 norm:0.03383537009358406 max memory_allocated 38134.54931640625 
[2025-03-16 03:16:51 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 5 loss:0.013205775059759617 norm:0.029744736850261688 max memory_allocated 38134.54931640625 
[2025-03-16 03:17:48 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 6 loss:0.012672596611082554 norm:0.03183818608522415 max memory_allocated 38134.54931640625 
[2025-03-16 03:18:45 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 7 loss:0.01220543123781681 norm:0.03133927658200264 max memory_allocated 38134.54931640625 
[2025-03-16 03:19:42 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 8 loss:0.011491147801280022 norm:0.02703125588595867 max memory_allocated 38134.54931640625 
[2025-03-16 03:20:40 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 9 loss:0.011034738272428513 norm:0.02416515350341797 max memory_allocated 38134.54931640625 
[2025-03-16 03:21:37 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 10 loss:0.011537190526723862 norm:0.031488969922065735 max memory_allocated 38134.54931640625 
[2025-03-16 03:22:34 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 11 loss:0.010948434472084045 norm:0.028820782899856567 max memory_allocated 38134.54931640625 
[2025-03-16 03:23:31 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 12 loss:0.011643846519291401 norm:0.03359537199139595 max memory_allocated 38134.54931640625 
[2025-03-16 03:24:28 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 13 loss:0.011531943455338478 norm:0.03123355656862259 max memory_allocated 38134.54931640625 
[2025-03-16 03:25:26 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 14 loss:0.011824086308479309 norm:0.0332566499710083 max memory_allocated 38134.54931640625 
