[2025-03-16 03:04:56 root] (main_calib_config3_cbq.py 280): INFO Namespace(model='/workspace/volume/inference-soft-data/AE/llm/models/Llama-2-7b-hf', cache_dir='./cache', output_dir='./log-divide-adaptive-calibration-cbq/Llama-2-7b-hf-0.4', save_dir=None, resume=None, real_quant=False, calib_dataset='wikitext2', nsamples=128, batch_size=1, seed=2, tasks='piqa,arc_easy,arc_challenge,boolq,hellaswag,winogrande', eval_ppl=True, num_fewshot=0, wbits=4, abits=4, group_size=None, alpha=0.5, let_lr=0.005, lwc_lr=0.01, wd=0, epochs=20, let=True, lwc=True, symmetric=False, disable_zero_point=False, a_dynamic_method='per_token', w_dynamic_method='per_channel', limit=-1, multigpu=False, deactive_amp=True, attn_implementation='eager', net=None, act_scales=None, act_shifts=None, quant_map='log-divide-adaptive/Llama-2-7b-hf/quant_map_Llama-2-7b-hf_0.4.pkl', scale_calibration=True, compensation_calibration=True)
[2025-03-16 03:05:02 root] (main_calib_config3_cbq.py 347): INFO === start quantization ===
[2025-03-16 03:05:02 root] (main_calib_config3_cbq.py 353): INFO load calibration from ./cache/dataloader_Llama_wikitext2_128.cache
[2025-03-16 03:05:03 root] (abq_llm_calib_config3_cbq.py 82): INFO Starting ...
[2025-03-16 03:05:03 root] (abq_llm_calib_config3_cbq.py 89): INFO Loaded quant_map from log-divide-adaptive/Llama-2-7b-hf/quant_map_Llama-2-7b-hf_0.4.pkl
[2025-03-16 03:05:06 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 0 to 1 ===
[2025-03-16 03:06:08 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 0 loss:0.24648292362689972 norm:0.5575532913208008 max memory_allocated 38105.85986328125 
[2025-03-16 03:07:05 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 1 loss:0.13415084779262543 norm:0.17575779557228088 max memory_allocated 38105.85986328125 
[2025-03-16 03:08:01 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 2 loss:0.10874669253826141 norm:0.13989952206611633 max memory_allocated 38105.85986328125 
[2025-03-16 03:08:58 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 3 loss:0.4490087628364563 norm:1.0142968893051147 max memory_allocated 38105.85986328125 
[2025-03-16 03:09:55 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 4 loss:0.13636520504951477 norm:0.25398096442222595 max memory_allocated 38105.85986328125 
[2025-03-16 03:10:52 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 5 loss:0.10776856541633606 norm:0.10958552360534668 max memory_allocated 38105.85986328125 
[2025-03-16 03:11:49 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 6 loss:0.0890517309308052 norm:0.06811532378196716 max memory_allocated 38105.85986328125 
[2025-03-16 03:12:46 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 7 loss:0.08404826372861862 norm:0.05414779484272003 max memory_allocated 38105.85986328125 
[2025-03-16 03:13:43 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 8 loss:0.08641868829727173 norm:0.0736243724822998 max memory_allocated 38105.85986328125 
[2025-03-16 03:14:40 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 9 loss:0.0837697833776474 norm:0.06404649466276169 max memory_allocated 38105.85986328125 
[2025-03-16 03:15:36 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 10 loss:0.08594236522912979 norm:0.08083523064851761 max memory_allocated 38105.85986328125 
[2025-03-16 03:16:33 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 11 loss:0.0805073231458664 norm:0.05482640489935875 max memory_allocated 38105.85986328125 
[2025-03-16 03:17:30 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 12 loss:0.08249976485967636 norm:0.07350059598684311 max memory_allocated 38105.85986328125 
[2025-03-16 03:18:27 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 13 loss:0.08252508193254471 norm:0.07090912759304047 max memory_allocated 38105.85986328125 
