[2025-03-16 14:55:15 root] (main_calib_config3_cbq.py 280): INFO Namespace(model='/workspace/volume/inference-soft-data/AE/llm/models/llama-13b-hf', cache_dir='./cache', output_dir='./log-divide-adaptive-calibration-cbq/llama-13b-hf-0.4', save_dir=None, resume=None, real_quant=False, calib_dataset='wikitext2', nsamples=128, batch_size=1, seed=2, tasks='piqa,arc_easy,arc_challenge,boolq,hellaswag,winogrande', eval_ppl=True, num_fewshot=0, wbits=4, abits=4, group_size=None, alpha=0.5, let_lr=0.005, lwc_lr=0.01, wd=0, epochs=20, let=True, lwc=True, symmetric=False, disable_zero_point=False, a_dynamic_method='per_token', w_dynamic_method='per_channel', limit=-1, multigpu=False, deactive_amp=True, attn_implementation='eager', net=None, act_scales=None, act_shifts=None, quant_map='log-divide-adaptive/llama-13b-hf/quant_map_llama-13b-hf_0.4.pkl', scale_calibration=True, compensation_calibration=True)
[2025-03-16 14:58:05 root] (main_calib_config3_cbq.py 347): INFO === start quantization ===
[2025-03-16 14:58:05 root] (main_calib_config3_cbq.py 353): INFO load calibration from ./cache/dataloader_llama_wikitext2_128.cache
[2025-03-16 14:58:06 root] (abq_llm_calib_config3_cbq.py 82): INFO Starting ...
[2025-03-16 14:58:06 root] (abq_llm_calib_config3_cbq.py 89): INFO Loaded quant_map from log-divide-adaptive/llama-13b-hf/quant_map_llama-13b-hf_0.4.pkl
[2025-03-16 14:58:12 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 0 to 1 ===
[2025-03-16 14:59:44 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 0 loss:0.12250073999166489 norm:0.12126385420560837 max memory_allocated 49619.62158203125 
[2025-03-16 15:01:09 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 1 loss:0.0837615579366684 norm:0.10372525453567505 max memory_allocated 49619.62158203125 
[2025-03-16 15:02:33 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 2 loss:0.0696009024977684 norm:0.07363958656787872 max memory_allocated 49619.62158203125 
[2025-03-16 15:03:58 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 3 loss:0.06319434195756912 norm:0.06197982281446457 max memory_allocated 49619.62158203125 
[2025-03-16 15:05:23 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 4 loss:0.059772394597530365 norm:0.05404702201485634 max memory_allocated 49619.62158203125 
[2025-03-16 15:06:47 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 5 loss:0.057354871183633804 norm:0.0481925904750824 max memory_allocated 49619.62158203125 
[2025-03-16 15:08:12 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 6 loss:0.05507206916809082 norm:0.03746213763952255 max memory_allocated 49619.62158203125 
[2025-03-16 15:09:37 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 7 loss:0.05360523238778114 norm:0.03219497576355934 max memory_allocated 49619.62158203125 
[2025-03-16 15:11:01 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 8 loss:0.05256318300962448 norm:0.02905399166047573 max memory_allocated 49619.62158203125 
[2025-03-16 15:12:26 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 9 loss:0.05147368088364601 norm:0.022568264976143837 max memory_allocated 49619.62158203125 
[2025-03-16 15:13:51 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 10 loss:0.0509403720498085 norm:0.022876709699630737 max memory_allocated 49619.62158203125 
[2025-03-16 15:15:15 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 11 loss:0.05053606629371643 norm:0.02079673297703266 max memory_allocated 49619.62158203125 
[2025-03-16 15:16:40 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 12 loss:0.05013396590948105 norm:0.019219376146793365 max memory_allocated 49619.62158203125 
[2025-03-16 15:18:05 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 13 loss:0.04979962483048439 norm:0.016891716048121452 max memory_allocated 49619.62158203125 
[2025-03-16 15:19:30 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 14 loss:0.049379363656044006 norm:0.016041841357946396 max memory_allocated 49619.62158203125 
[2025-03-16 15:20:54 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 15 loss:0.04918214678764343 norm:0.014719408936798573 max memory_allocated 49619.62158203125 
[2025-03-16 15:22:19 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 16 loss:0.049047909677028656 norm:0.015319538302719593 max memory_allocated 49619.62158203125 
[2025-03-16 15:23:44 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 17 loss:0.04886065423488617 norm:0.014332463964819908 max memory_allocated 49619.62158203125 
[2025-03-16 15:25:09 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 18 loss:0.048525068908929825 norm:0.012123708613216877 max memory_allocated 49619.62158203125 
[2025-03-16 15:26:34 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 0-1 epoch 19 loss:0.04848078265786171 norm:0.012571727856993675 max memory_allocated 49619.62158203125 
[2025-03-16 15:27:22 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 1 to 2 ===
[2025-03-16 15:28:54 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 0 loss:0.10756409913301468 norm:0.02839326672255993 max memory_allocated 49660.45751953125 
[2025-03-16 15:30:19 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 1 loss:0.08495573699474335 norm:0.02917211689054966 max memory_allocated 49660.45751953125 
[2025-03-16 15:31:44 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 2 loss:0.07522418349981308 norm:0.019831467419862747 max memory_allocated 49660.45751953125 
[2025-03-16 15:33:09 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 3 loss:0.06852555274963379 norm:0.018043112009763718 max memory_allocated 49660.45751953125 
[2025-03-16 15:34:34 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 4 loss:0.0638449490070343 norm:0.013235215097665787 max memory_allocated 49660.45751953125 
[2025-03-16 15:35:59 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 5 loss:0.061794713139534 norm:0.012134738266468048 max memory_allocated 49660.45751953125 
[2025-03-16 15:37:24 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 6 loss:0.06069568172097206 norm:0.01315197441726923 max memory_allocated 49660.45751953125 
[2025-03-16 15:38:49 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 7 loss:0.05917717143893242 norm:0.012213694863021374 max memory_allocated 49660.45751953125 
[2025-03-16 15:40:14 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 8 loss:0.058395735919475555 norm:0.011389851570129395 max memory_allocated 49660.45751953125 
[2025-03-16 15:41:39 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 9 loss:0.056784629821777344 norm:0.008769964799284935 max memory_allocated 49660.45751953125 
[2025-03-16 15:43:04 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 10 loss:0.056130439043045044 norm:0.008690557442605495 max memory_allocated 49660.45751953125 
[2025-03-16 15:44:29 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 11 loss:0.05592840164899826 norm:0.010193327441811562 max memory_allocated 49660.45751953125 
[2025-03-16 15:45:54 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 12 loss:0.05493631958961487 norm:0.008943231776356697 max memory_allocated 49660.45751953125 
[2025-03-16 15:47:19 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 13 loss:0.054593946784734726 norm:0.009724784642457962 max memory_allocated 49660.45751953125 
[2025-03-16 15:48:44 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 14 loss:0.054085779935121536 norm:0.008076181635260582 max memory_allocated 49660.45751953125 
[2025-03-16 15:50:09 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 15 loss:0.05339541286230087 norm:0.007448587100952864 max memory_allocated 49660.45751953125 
[2025-03-16 15:51:34 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 16 loss:0.05375618115067482 norm:0.008614872582256794 max memory_allocated 49660.45751953125 
[2025-03-16 15:52:59 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 17 loss:0.05330527946352959 norm:0.0077337538823485374 max memory_allocated 49660.45751953125 
[2025-03-16 15:54:24 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 18 loss:0.05346706137061119 norm:0.008329605683684349 max memory_allocated 49660.45751953125 
[2025-03-16 15:55:49 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 1-2 epoch 19 loss:0.05358683317899704 norm:0.007969974540174007 max memory_allocated 49660.45751953125 
[2025-03-16 15:56:35 root] (abq_llm_calib_config3_cbq.py 294): INFO === Start quantize layers 2 to 3 ===
[2025-03-16 15:58:06 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 2-3 epoch 0 loss:0.08512724190950394 norm:0.013319013640284538 max memory_allocated 49660.45751953125 
[2025-03-16 15:59:31 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 2-3 epoch 1 loss:0.05297254025936127 norm:0.009699431248009205 max memory_allocated 49660.45751953125 
[2025-03-16 16:00:56 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 2-3 epoch 2 loss:0.0385260172188282 norm:0.006391729228198528 max memory_allocated 49660.45751953125 
[2025-03-16 16:02:21 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 2-3 epoch 3 loss:0.0333281010389328 norm:0.004064234439283609 max memory_allocated 49660.45751953125 
[2025-03-16 16:03:46 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 2-3 epoch 4 loss:0.03062450885772705 norm:0.0036027133464813232 max memory_allocated 49660.45751953125 
[2025-03-16 16:05:10 root] (abq_llm_calib_config3_cbq.py 447): INFO layers 2-3 epoch 5 loss:0.029448257759213448 norm:0.003510523121803999 max memory_allocated 49660.45751953125 
